"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"DAKARTVisitEncounter","Encounter.hospitalization.modifierExtension","Encounter.hospitalization.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"DAKARTVisitEncounter","Encounter.hospitalization.preAdmissionIdentifier","Encounter.hospitalization.preAdmissionIdentifier","","","",0,1,"","","","Identifier {[]} {[]}
","Pre-admission identifier","Pre-admission identifier.","","","","","","","","","",,,,,"",,,,"Encounter.hospitalization.preAdmissionIdentifier",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DAKARTVisitEncounter","Encounter.hospitalization.origin","Encounter.hospitalization.origin","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","The location/organization from which the patient came before admission","The location/organization from which the patient came before admission.","","","","","","","","","",,,,,"",,,,"Encounter.hospitalization.origin",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DAKARTVisitEncounter","Encounter.hospitalization.admitSource","Encounter.hospitalization.admitSource","","","",0,1,"","","","CodeableConcept {[]} {[]}
","From where patient was admitted (physician referral, transfer)","From where patient was admitted (physician referral, transfer).","","","","","","","","","",,"preferred","From where the patient was admitted.","http://hl7.org/fhir/ValueSet/encounter-admit-source","",,,,"Encounter.hospitalization.admitSource",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DAKARTVisitEncounter","Encounter.hospitalization.reAdmission","Encounter.hospitalization.reAdmission","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The type of hospital re-admission that has occurred (if any). If the value is absent, then this is not identified as a readmission","Whether this hospitalization is a readmission and why if known.","","","","","","","","","",,"example","The reason for re-admission of this hospitalization encounter.","http://terminology.hl7.org/ValueSet/v2-0092","",,,,"Encounter.hospitalization.reAdmission",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DAKARTVisitEncounter","Encounter.hospitalization.dietPreference","Encounter.hospitalization.dietPreference","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Diet preferences reported by the patient","Diet preferences reported by the patient.","For example, a patient may request both a dairy-free and nut-free diet preference (not mutually exclusive).","Used to track patient's diet restrictions and/or preference. For a complete description of the nutrition needs of a patient during their stay, one should use the nutritionOrder resource which links to Encounter.","","","","","","","",,"example","Medical, cultural or ethical food preferences to help with catering requirements.","http://hl7.org/fhir/ValueSet/encounter-diet","",,,,"Encounter.hospitalization.dietPreference",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DAKARTVisitEncounter","Encounter.hospitalization.specialCourtesy","Encounter.hospitalization.specialCourtesy","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Special courtesies (VIP, board member)","Special courtesies (VIP, board member).","","","","","","","","","",,"preferred","Special courtesies.","http://hl7.org/fhir/ValueSet/encounter-special-courtesy","",,,,"Encounter.hospitalization.specialCourtesy",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DAKARTVisitEncounter","Encounter.hospitalization.specialArrangement","Encounter.hospitalization.specialArrangement","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Wheelchair, translator, stretcher, etc.","Any special requests that have been made for this hospitalization encounter, such as the provision of specific equipment or other things.","","","","","","","","","",,"preferred","Special arrangements.","http://hl7.org/fhir/ValueSet/encounter-special-arrangements","",,,,"Encounter.hospitalization.specialArrangement",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DAKARTVisitEncounter","Encounter.hospitalization.destination","Encounter.hospitalization.destination","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Location/organization to which the patient is discharged","Location/organization to which the patient is discharged.","","","","","","","","","",,,,,"",,,,"Encounter.hospitalization.destination",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DAKARTVisitEncounter","Encounter.hospitalization.dischargeDisposition","Encounter.hospitalization.dischargeDisposition","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Category or kind of location after discharge","Category or kind of location after discharge.","","","","","","","","","",,"example","Discharge Disposition.","http://hl7.org/fhir/ValueSet/encounter-discharge-disposition","",,,,"Encounter.hospitalization.dischargeDisposition",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
